id,stage,winning_character
262997,YOSHIS_STORY,MARTH
262998,DREAMLAND,MARTH
262999,FINAL_DESTINATION,MARTH
263000,BATTLEFIELD,MARTH
263001,POKEMON_STADIUM,MARTH
263002,FOUNTAIN_OF_DREAMS,MARTH
263003,DREAMLAND,FOX
263004,POKEMON_STADIUM,FOX
263005,BATTLEFIELD,FOX
263006,FOUNTAIN_OF_DREAMS,MARTH
263007,BATTLEFIELD,FOX
263008,YOSHIS_STORY,MARTH
263009,YOSHIS_STORY,MARTH
263010,FOUNTAIN_OF_DREAMS,MARTH
263011,DREAMLAND,MARTH
263012,BATTLEFIELD,MARTH
263013,POKEMON_STADIUM,FOX
263014,POKEMON_STADIUM,MARTH
263015,FINAL_DESTINATION,MARTH
263016,POKEMON_STADIUM,FOX
263017,FINAL_DESTINATION,MARTH
263018,YOSHIS_STORY,MARTH
263019,FINAL_DESTINATION,FOX
263020,BATTLEFIELD,MARTH
263021,FOUNTAIN_OF_DREAMS,MARTH
263022,BATTLEFIELD,MARTH
263023,DREAMLAND,FOX
263024,FOUNTAIN_OF_DREAMS,MARTH
263025,DREAMLAND,MARTH
263026,FINAL_DESTINATION,FOX
263027,BATTLEFIELD,FOX
263028,FOUNTAIN_OF_DREAMS,FOX
263029,BATTLEFIELD,MARTH
263030,DREAMLAND,MARTH
263031,DREAMLAND,MARTH
263032,POKEMON_STADIUM,FOX
263033,YOSHIS_STORY,FOX
263034,FINAL_DESTINATION,FOX
263035,DREAMLAND,FOX
263036,FOUNTAIN_OF_DREAMS,FOX
263037,FOUNTAIN_OF_DREAMS,MARTH
263038,POKEMON_STADIUM,FOX
263039,FOUNTAIN_OF_DREAMS,MARTH
263040,YOSHIS_STORY,FOX
263041,FOUNTAIN_OF_DREAMS,FOX
263042,DREAMLAND,MARTH
263043,FINAL_DESTINATION,MARTH
263044,POKEMON_STADIUM,FOX
263045,FINAL_DESTINATION,FOX
263046,FOUNTAIN_OF_DREAMS,MARTH
263047,FINAL_DESTINATION,FOX
263048,FOUNTAIN_OF_DREAMS,MARTH
263049,YOSHIS_STORY,FOX
263050,FOUNTAIN_OF_DREAMS,FOX
263051,POKEMON_STADIUM,MARTH
263052,DREAMLAND,MARTH
263053,FOUNTAIN_OF_DREAMS,FOX
263054,FOUNTAIN_OF_DREAMS,FOX
263055,BATTLEFIELD,FOX
263056,FINAL_DESTINATION,FOX
263057,DREAMLAND,FOX
263058,YOSHIS_STORY,FOX
263059,POKEMON_STADIUM,FOX
263060,YOSHIS_STORY,FOX
263061,DREAMLAND,FOX
263062,BATTLEFIELD,FOX
263063,FOUNTAIN_OF_DREAMS,MARTH
263064,FINAL_DESTINATION,MARTH
263065,POKEMON_STADIUM,MARTH
263066,BATTLEFIELD,MARTH
263067,POKEMON_STADIUM,MARTH
263068,FINAL_DESTINATION,MARTH
263069,YOSHIS_STORY,MARTH
263070,POKEMON_STADIUM,FOX
263071,FINAL_DESTINATION,MARTH
263072,BATTLEFIELD,MARTH
263073,FOUNTAIN_OF_DREAMS,MARTH
263074,BATTLEFIELD,MARTH
263075,POKEMON_STADIUM,FOX
263076,YOSHIS_STORY,FOX
263077,FINAL_DESTINATION,FOX
263078,DREAMLAND,MARTH
263079,BATTLEFIELD,FOX
263080,DREAMLAND,MARTH
263081,FINAL_DESTINATION,FOX
263082,FOUNTAIN_OF_DREAMS,MARTH
263083,DREAMLAND,MARTH
263084,YOSHIS_STORY,MARTH
263085,DREAMLAND,FOX
263086,POKEMON_STADIUM,MARTH
263087,BATTLEFIELD,MARTH
263088,POKEMON_STADIUM,FOX
263089,FOUNTAIN_OF_DREAMS,FOX
263090,YOSHIS_STORY,FOX
263091,BATTLEFIELD,FOX
263092,FINAL_DESTINATION,FOX
263093,DREAMLAND,MARTH
263094,YOSHIS_STORY,MARTH
263095,FOUNTAIN_OF_DREAMS,MARTH
263096,FINAL_DESTINATION,MARTH
263097,DREAMLAND,FOX
263098,YOSHIS_STORY,FOX
263099,POKEMON_STADIUM,MARTH
263100,FOUNTAIN_OF_DREAMS,FOX
263101,FOUNTAIN_OF_DREAMS,MARTH
263102,DREAMLAND,MARTH
263103,BATTLEFIELD,MARTH
263104,BATTLEFIELD,MARTH
263105,YOSHIS_STORY,FOX
263106,FOUNTAIN_OF_DREAMS,FOX
263107,BATTLEFIELD,FOX
263108,BATTLEFIELD,FOX
263109,DREAMLAND,FOX
263110,FINAL_DESTINATION,MARTH
263111,POKEMON_STADIUM,MARTH
263112,BATTLEFIELD,FOX
263113,YOSHIS_STORY,FOX
263114,FOUNTAIN_OF_DREAMS,MARTH
263115,BATTLEFIELD,FOX
263116,FINAL_DESTINATION,FOX
263117,POKEMON_STADIUM,FOX
263118,BATTLEFIELD,FOX
263119,DREAMLAND,MARTH
263120,YOSHIS_STORY,MARTH
263121,DREAMLAND,MARTH
263122,YOSHIS_STORY,MARTH
263123,FOUNTAIN_OF_DREAMS,MARTH
263124,POKEMON_STADIUM,FOX
263125,FOUNTAIN_OF_DREAMS,MARTH
263126,POKEMON_STADIUM,FOX
263127,FINAL_DESTINATION,FOX
263128,POKEMON_STADIUM,MARTH
263129,BATTLEFIELD,FOX
263130,POKEMON_STADIUM,FOX
263131,DREAMLAND,MARTH
263132,YOSHIS_STORY,MARTH
263133,FOUNTAIN_OF_DREAMS,MARTH
263134,YOSHIS_STORY,MARTH
263135,YOSHIS_STORY,MARTH
263136,DREAMLAND,MARTH
263137,DREAMLAND,FOX
263138,FINAL_DESTINATION,FOX
263139,FOUNTAIN_OF_DREAMS,FOX
263140,DREAMLAND,FOX
263141,POKEMON_STADIUM,FOX
263142,YOSHIS_STORY,MARTH
263143,YOSHIS_STORY,MARTH
263144,FOUNTAIN_OF_DREAMS,MARTH
263145,FINAL_DESTINATION,FOX
263146,BATTLEFIELD,MARTH
263147,YOSHIS_STORY,MARTH
263148,FINAL_DESTINATION,MARTH
263149,POKEMON_STADIUM,MARTH
263150,FINAL_DESTINATION,MARTH
263151,BATTLEFIELD,MARTH
263152,FOUNTAIN_OF_DREAMS,MARTH
263153,DREAMLAND,MARTH
263154,YOSHIS_STORY,MARTH
263155,FOUNTAIN_OF_DREAMS,FOX
263156,FOUNTAIN_OF_DREAMS,FOX
263157,DREAMLAND,MARTH
263158,FOUNTAIN_OF_DREAMS,MARTH
263159,DREAMLAND,MARTH
263160,DREAMLAND,MARTH
263161,FINAL_DESTINATION,MARTH
263162,YOSHIS_STORY,MARTH
263163,BATTLEFIELD,MARTH
263164,DREAMLAND,MARTH
263165,POKEMON_STADIUM,MARTH
263166,POKEMON_STADIUM,MARTH
263167,POKEMON_STADIUM,MARTH
263168,DREAMLAND,MARTH
263169,FOUNTAIN_OF_DREAMS,MARTH
263170,FINAL_DESTINATION,MARTH
263171,BATTLEFIELD,FOX
263172,DREAMLAND,MARTH
263173,YOSHIS_STORY,MARTH
263174,POKEMON_STADIUM,MARTH
263175,BATTLEFIELD,MARTH
263176,YOSHIS_STORY,MARTH
263177,DREAMLAND,FOX
263178,YOSHIS_STORY,MARTH
263179,POKEMON_STADIUM,FOX
263180,BATTLEFIELD,FOX
263181,FINAL_DESTINATION,FOX
263182,FOUNTAIN_OF_DREAMS,FOX
263183,YOSHIS_STORY,FOX
263184,YOSHIS_STORY,MARTH
263185,BATTLEFIELD,MARTH
263186,DREAMLAND,MARTH
263187,YOSHIS_STORY,MARTH
263188,FINAL_DESTINATION,MARTH
263189,POKEMON_STADIUM,MARTH
263190,FINAL_DESTINATION,FOX
263191,POKEMON_STADIUM,FOX
263192,BATTLEFIELD,MARTH
263193,FOUNTAIN_OF_DREAMS,MARTH
263194,FINAL_DESTINATION,FOX
263195,POKEMON_STADIUM,FOX
263196,BATTLEFIELD,MARTH
263197,YOSHIS_STORY,FOX
263198,DREAMLAND,MARTH
263199,FINAL_DESTINATION,FOX
263200,FOUNTAIN_OF_DREAMS,FOX
263201,DREAMLAND,FOX
263202,BATTLEFIELD,FOX
263203,FOUNTAIN_OF_DREAMS,FOX
263204,BATTLEFIELD,FOX
263205,FINAL_DESTINATION,FOX
263206,YOSHIS_STORY,FOX
263207,DREAMLAND,MARTH
263208,POKEMON_STADIUM,FOX
263209,FOUNTAIN_OF_DREAMS,MARTH
263210,BATTLEFIELD,MARTH
263211,DREAMLAND,MARTH
263212,POKEMON_STADIUM,MARTH
263213,FINAL_DESTINATION,FOX
263214,YOSHIS_STORY,FOX
263215,FOUNTAIN_OF_DREAMS,FOX
263216,YOSHIS_STORY,FOX
263217,FOUNTAIN_OF_DREAMS,MARTH
263218,YOSHIS_STORY,FOX
263219,POKEMON_STADIUM,FOX
263220,DREAMLAND,FOX
263221,FINAL_DESTINATION,FOX
263222,YOSHIS_STORY,FOX
263223,FOUNTAIN_OF_DREAMS,FOX
263224,DREAMLAND,MARTH
263225,POKEMON_STADIUM,FOX
263226,YOSHIS_STORY,FOX
263227,YOSHIS_STORY,MARTH
263228,FOUNTAIN_OF_DREAMS,FOX
263229,YOSHIS_STORY,FOX
263230,POKEMON_STADIUM,FOX
263231,FINAL_DESTINATION,FOX
263232,BATTLEFIELD,MARTH
263233,FINAL_DESTINATION,FOX
263234,FINAL_DESTINATION,FOX
263235,POKEMON_STADIUM,FOX
263236,FINAL_DESTINATION,MARTH
263237,BATTLEFIELD,FOX
263238,BATTLEFIELD,MARTH
263239,FINAL_DESTINATION,MARTH
263240,YOSHIS_STORY,MARTH
263241,FINAL_DESTINATION,FOX
263242,DREAMLAND,FOX
263243,BATTLEFIELD,MARTH
263244,BATTLEFIELD,FOX
263245,YOSHIS_STORY,FOX
263246,BATTLEFIELD,FOX
263247,FOUNTAIN_OF_DREAMS,FOX
263248,POKEMON_STADIUM,MARTH
263249,YOSHIS_STORY,FOX
263250,BATTLEFIELD,FOX
263251,FOUNTAIN_OF_DREAMS,FOX
263252,YOSHIS_STORY,FOX
263253,FOUNTAIN_OF_DREAMS,MARTH
263254,POKEMON_STADIUM,FOX
263255,DREAMLAND,FOX
263256,POKEMON_STADIUM,FOX
263257,YOSHIS_STORY,FOX
263258,BATTLEFIELD,FOX
263259,YOSHIS_STORY,FOX
263260,FOUNTAIN_OF_DREAMS,MARTH
263261,POKEMON_STADIUM,FOX
263262,FOUNTAIN_OF_DREAMS,MARTH
263263,YOSHIS_STORY,FOX
263264,FOUNTAIN_OF_DREAMS,MARTH
263265,YOSHIS_STORY,MARTH
263266,POKEMON_STADIUM,FOX
263267,DREAMLAND,FOX
263268,YOSHIS_STORY,MARTH
263269,YOSHIS_STORY,MARTH
263270,FINAL_DESTINATION,FOX
263271,BATTLEFIELD,FOX
263272,FOUNTAIN_OF_DREAMS,MARTH
263273,YOSHIS_STORY,FOX
263274,FINAL_DESTINATION,FOX
263275,BATTLEFIELD,MARTH
263276,DREAMLAND,FOX
263277,FOUNTAIN_OF_DREAMS,FOX
263278,FOUNTAIN_OF_DREAMS,FOX
263279,YOSHIS_STORY,FOX
263280,DREAMLAND,MARTH
263281,BATTLEFIELD,FOX
263282,FINAL_DESTINATION,MARTH
263283,YOSHIS_STORY,FOX
263284,DREAMLAND,FOX
263285,FOUNTAIN_OF_DREAMS,MARTH
263286,FINAL_DESTINATION,FOX
263287,DREAMLAND,MARTH
263288,FOUNTAIN_OF_DREAMS,MARTH
263289,FINAL_DESTINATION,MARTH
263290,FOUNTAIN_OF_DREAMS,MARTH
263291,BATTLEFIELD,MARTH
263292,DREAMLAND,MARTH
263293,BATTLEFIELD,MARTH
263294,POKEMON_STADIUM,MARTH
263295,FOUNTAIN_OF_DREAMS,MARTH
263296,BATTLEFIELD,MARTH
263297,YOSHIS_STORY,MARTH
263298,YOSHIS_STORY,MARTH
263299,FINAL_DESTINATION,FOX
263300,FOUNTAIN_OF_DREAMS,MARTH
263301,DREAMLAND,MARTH
263302,YOSHIS_STORY,MARTH
263303,DREAMLAND,MARTH
263304,BATTLEFIELD,FOX
263305,YOSHIS_STORY,FOX
263306,POKEMON_STADIUM,FOX
263307,DREAMLAND,FOX
263308,DREAMLAND,MARTH
263309,FOUNTAIN_OF_DREAMS,MARTH
263310,FOUNTAIN_OF_DREAMS,MARTH
263311,BATTLEFIELD,MARTH
263312,POKEMON_STADIUM,FOX
263313,BATTLEFIELD,MARTH
263314,YOSHIS_STORY,FOX
263315,YOSHIS_STORY,FOX
263316,FINAL_DESTINATION,FOX
263317,DREAMLAND,FOX
263318,BATTLEFIELD,FOX
263319,POKEMON_STADIUM,FOX
263320,POKEMON_STADIUM,MARTH
263321,FINAL_DESTINATION,FOX
263322,BATTLEFIELD,MARTH
263323,BATTLEFIELD,MARTH
263324,DREAMLAND,FOX
263325,POKEMON_STADIUM,MARTH
263326,FINAL_DESTINATION,MARTH
263327,BATTLEFIELD,MARTH
263328,DREAMLAND,MARTH
263329,FOUNTAIN_OF_DREAMS,FOX
263330,BATTLEFIELD,FOX
263331,FINAL_DESTINATION,MARTH
263332,BATTLEFIELD,MARTH
263333,YOSHIS_STORY,MARTH
263334,DREAMLAND,FOX
263335,BATTLEFIELD,FOX
263336,BATTLEFIELD,MARTH
263337,POKEMON_STADIUM,MARTH
263338,FOUNTAIN_OF_DREAMS,MARTH
263339,FINAL_DESTINATION,MARTH
263340,YOSHIS_STORY,MARTH
263341,POKEMON_STADIUM,FOX
263342,BATTLEFIELD,FOX
263343,FOUNTAIN_OF_DREAMS,MARTH
263344,YOSHIS_STORY,MARTH
263345,DREAMLAND,MARTH
263346,FINAL_DESTINATION,MARTH
263347,DREAMLAND,MARTH
263348,DREAMLAND,FOX
263349,POKEMON_STADIUM,MARTH
263350,DREAMLAND,MARTH
263351,DREAMLAND,MARTH
263352,YOSHIS_STORY,FOX
263353,FOUNTAIN_OF_DREAMS,FOX
263354,FINAL_DESTINATION,FOX
263355,BATTLEFIELD,FOX
263356,YOSHIS_STORY,FOX
263357,POKEMON_STADIUM,MARTH
263358,POKEMON_STADIUM,MARTH
263359,BATTLEFIELD,MARTH
263360,YOSHIS_STORY,MARTH
263361,DREAMLAND,FOX
263362,YOSHIS_STORY,FOX
263363,FINAL_DESTINATION,MARTH
263364,FOUNTAIN_OF_DREAMS,MARTH
263365,YOSHIS_STORY,MARTH
263366,POKEMON_STADIUM,MARTH
263367,FINAL_DESTINATION,MARTH
263368,YOSHIS_STORY,FOX
263369,FOUNTAIN_OF_DREAMS,FOX
263370,DREAMLAND,MARTH
263371,BATTLEFIELD,MARTH
263372,POKEMON_STADIUM,MARTH
263373,FOUNTAIN_OF_DREAMS,MARTH
263374,BATTLEFIELD,FOX
263375,FOUNTAIN_OF_DREAMS,FOX
263376,FOUNTAIN_OF_DREAMS,MARTH
263377,DREAMLAND,FOX
263378,BATTLEFIELD,FOX
263379,DREAMLAND,MARTH
263380,YOSHIS_STORY,FOX
263381,DREAMLAND,FOX
263382,FOUNTAIN_OF_DREAMS,FOX
263383,YOSHIS_STORY,FOX
263384,POKEMON_STADIUM,FOX
263385,BATTLEFIELD,FOX
263386,YOSHIS_STORY,MARTH
263387,FINAL_DESTINATION,FOX
263388,FINAL_DESTINATION,FOX
263389,BATTLEFIELD,FOX
263390,POKEMON_STADIUM,FOX
263391,FOUNTAIN_OF_DREAMS,MARTH
263392,YOSHIS_STORY,MARTH
263393,FINAL_DESTINATION,MARTH
263394,DREAMLAND,MARTH
263395,FINAL_DESTINATION,FOX
263396,BATTLEFIELD,FOX
263397,FOUNTAIN_OF_DREAMS,FOX
263398,POKEMON_STADIUM,FOX
263399,FOUNTAIN_OF_DREAMS,FOX
263400,FOUNTAIN_OF_DREAMS,FOX
263401,DREAMLAND,FOX
263402,FINAL_DESTINATION,FOX
263403,FOUNTAIN_OF_DREAMS,FOX
263404,BATTLEFIELD,MARTH
263405,FOUNTAIN_OF_DREAMS,FOX
263406,FINAL_DESTINATION,FOX
263407,DREAMLAND,FOX
263408,FOUNTAIN_OF_DREAMS,FOX
263409,YOSHIS_STORY,MARTH
263410,FOUNTAIN_OF_DREAMS,FOX
263411,FOUNTAIN_OF_DREAMS,FOX
263412,FOUNTAIN_OF_DREAMS,FOX
263413,FINAL_DESTINATION,FOX
263414,POKEMON_STADIUM,FOX
263415,BATTLEFIELD,FOX
263416,FOUNTAIN_OF_DREAMS,FOX
263417,POKEMON_STADIUM,FOX
263418,POKEMON_STADIUM,FOX
263419,FINAL_DESTINATION,FOX
263420,BATTLEFIELD,FOX
263421,FOUNTAIN_OF_DREAMS,FOX
263422,FOUNTAIN_OF_DREAMS,FOX
263423,POKEMON_STADIUM,FOX
263424,DREAMLAND,FOX
263425,FOUNTAIN_OF_DREAMS,MARTH
263426,POKEMON_STADIUM,MARTH
263427,DREAMLAND,FOX
263428,POKEMON_STADIUM,MARTH
263429,FOUNTAIN_OF_DREAMS,FOX
263430,DREAMLAND,MARTH
263431,FOUNTAIN_OF_DREAMS,FOX
263432,POKEMON_STADIUM,FOX
263433,FOUNTAIN_OF_DREAMS,MARTH
263434,YOSHIS_STORY,MARTH
263435,POKEMON_STADIUM,MARTH
263436,DREAMLAND,MARTH
263437,BATTLEFIELD,FOX
263438,BATTLEFIELD,MARTH
263439,FINAL_DESTINATION,FOX
263440,DREAMLAND,FOX
263441,FINAL_DESTINATION,FOX
263442,FOUNTAIN_OF_DREAMS,MARTH
263443,FOUNTAIN_OF_DREAMS,MARTH
263444,YOSHIS_STORY,MARTH
263445,BATTLEFIELD,MARTH
263446,FOUNTAIN_OF_DREAMS,MARTH
263447,FOUNTAIN_OF_DREAMS,MARTH
263448,YOSHIS_STORY,MARTH
263449,POKEMON_STADIUM,MARTH
263450,FOUNTAIN_OF_DREAMS,MARTH
263451,POKEMON_STADIUM,MARTH
263452,POKEMON_STADIUM,MARTH
263453,FINAL_DESTINATION,FOX
263454,POKEMON_STADIUM,FOX
263455,FINAL_DESTINATION,FOX
263456,FINAL_DESTINATION,MARTH
263457,POKEMON_STADIUM,MARTH
263458,YOSHIS_STORY,MARTH
263459,DREAMLAND,MARTH
263460,YOSHIS_STORY,MARTH
263461,FINAL_DESTINATION,MARTH
263462,YOSHIS_STORY,MARTH
263463,DREAMLAND,MARTH
263464,POKEMON_STADIUM,MARTH
263465,POKEMON_STADIUM,MARTH
263466,DREAMLAND,MARTH
263467,FOUNTAIN_OF_DREAMS,MARTH
263468,DREAMLAND,MARTH
263469,FOUNTAIN_OF_DREAMS,MARTH
263470,YOSHIS_STORY,MARTH
263471,POKEMON_STADIUM,MARTH
263472,POKEMON_STADIUM,MARTH
263473,POKEMON_STADIUM,MARTH
263474,YOSHIS_STORY,MARTH
263475,YOSHIS_STORY,MARTH
263476,DREAMLAND,MARTH
263477,YOSHIS_STORY,MARTH
263478,FOUNTAIN_OF_DREAMS,MARTH
263479,YOSHIS_STORY,MARTH
263480,YOSHIS_STORY,MARTH
263481,YOSHIS_STORY,MARTH
263482,YOSHIS_STORY,MARTH
263483,YOSHIS_STORY,FOX
263484,POKEMON_STADIUM,MARTH
263485,YOSHIS_STORY,MARTH
263486,YOSHIS_STORY,MARTH
263487,BATTLEFIELD,MARTH
263488,FINAL_DESTINATION,MARTH
263489,YOSHIS_STORY,FOX
263490,FOUNTAIN_OF_DREAMS,MARTH
263491,DREAMLAND,MARTH
263492,FOUNTAIN_OF_DREAMS,MARTH
263493,BATTLEFIELD,MARTH
263494,FINAL_DESTINATION,MARTH
263495,YOSHIS_ISLAND_N64,MARTH
263496,FINAL_DESTINATION,MARTH
263497,FINAL_DESTINATION,MARTH
263498,POKEMON_STADIUM,MARTH
263499,BATTLEFIELD,MARTH
263500,DREAMLAND,MARTH
263501,FINAL_DESTINATION,MARTH
263502,BATTLEFIELD,FOX
263503,FINAL_DESTINATION,MARTH
263504,FINAL_DESTINATION,MARTH
263505,YOSHIS_STORY,FOX
263506,BATTLEFIELD,MARTH
263507,FINAL_DESTINATION,MARTH
263508,YOSHIS_STORY,FOX
263509,FINAL_DESTINATION,MARTH
263510,YOSHIS_STORY,MARTH
263511,FINAL_DESTINATION,MARTH
263512,POKEMON_STADIUM,FOX
263513,DREAMLAND,MARTH
263514,BATTLEFIELD,MARTH
263515,BATTLEFIELD,FOX
263516,DREAMLAND,MARTH
263517,YOSHIS_STORY,FOX
263518,FOUNTAIN_OF_DREAMS,MARTH
263519,YOSHIS_STORY,MARTH
263520,BATTLEFIELD,MARTH
263521,BATTLEFIELD,FOX
263522,POKEMON_STADIUM,FOX
263523,BATTLEFIELD,MARTH
263524,DREAMLAND,MARTH
263525,YOSHIS_STORY,MARTH
263526,YOSHIS_STORY,MARTH
263527,BATTLEFIELD,FOX
263528,YOSHIS_STORY,MARTH
263529,YOSHIS_STORY,MARTH
263530,BATTLEFIELD,FOX
263531,BATTLEFIELD,FOX
263532,FINAL_DESTINATION,FOX
263533,POKEMON_STADIUM,FOX
263534,BATTLEFIELD,MARTH
263535,YOSHIS_STORY,MARTH
263536,BATTLEFIELD,FOX
263537,BATTLEFIELD,MARTH
263538,YOSHIS_STORY,MARTH
263539,YOSHIS_STORY,FOX
263540,POKEMON_STADIUM,FOX
263541,FINAL_DESTINATION,FOX
263542,FINAL_DESTINATION,FOX
263543,BATTLEFIELD,FOX
263544,DREAMLAND,FOX
263545,FOUNTAIN_OF_DREAMS,FOX
263546,POKEMON_STADIUM,FOX
263547,YOSHIS_STORY,FOX
263548,YOSHIS_STORY,FOX
263549,FOUNTAIN_OF_DREAMS,FOX
263550,DREAMLAND,FOX
263551,BATTLEFIELD,FOX
263552,POKEMON_STADIUM,FOX
263553,FINAL_DESTINATION,MARTH
263554,FINAL_DESTINATION,FOX
263555,POKEMON_STADIUM,FOX
263556,FINAL_DESTINATION,FOX
263557,DREAMLAND,FOX
263558,BATTLEFIELD,FOX
263559,YOSHIS_STORY,MARTH
263560,BATTLEFIELD,MARTH
263561,YOSHIS_STORY,FOX
263562,FOUNTAIN_OF_DREAMS,FOX
263563,YOSHIS_STORY,FOX
263564,YOSHIS_STORY,FOX
263565,POKEMON_STADIUM,FOX
263566,DREAMLAND,FOX
263567,BATTLEFIELD,FOX
263568,POKEMON_STADIUM,MARTH
263569,YOSHIS_STORY,MARTH
263570,POKEMON_STADIUM,MARTH
263571,BATTLEFIELD,FOX
263572,BATTLEFIELD,FOX
263573,POKEMON_STADIUM,FOX
263574,BATTLEFIELD,MARTH
263575,YOSHIS_STORY,FOX
263576,FINAL_DESTINATION,FOX
263577,POKEMON_STADIUM,FOX
263578,BATTLEFIELD,FOX
263579,POKEMON_STADIUM,MARTH
263580,POKEMON_STADIUM,FOX
263581,BATTLEFIELD,MARTH
263582,FINAL_DESTINATION,FOX
263583,FINAL_DESTINATION,FOX
263584,YOSHIS_STORY,FOX
263585,FINAL_DESTINATION,FOX
263586,FOUNTAIN_OF_DREAMS,MARTH
263587,DREAMLAND,FOX
263588,DREAMLAND,MARTH
263589,BATTLEFIELD,FOX
263590,FINAL_DESTINATION,FOX
263591,POKEMON_STADIUM,FOX
263592,BATTLEFIELD,FOX
263593,FOUNTAIN_OF_DREAMS,FOX
263594,POKEMON_STADIUM,FOX
263595,FINAL_DESTINATION,FOX
263596,DREAMLAND,FOX
263597,BATTLEFIELD,FOX
263598,POKEMON_STADIUM,FOX
263599,YOSHIS_STORY,FOX
263600,DREAMLAND,MARTH
263601,YOSHIS_STORY,FOX
263602,BATTLEFIELD,FOX
263603,FOUNTAIN_OF_DREAMS,MARTH
263604,YOSHIS_STORY,FOX
263605,DREAMLAND,FOX
263606,POKEMON_STADIUM,FOX
263607,FINAL_DESTINATION,MARTH
263608,POKEMON_STADIUM,FOX
263609,YOSHIS_STORY,FOX
263610,FINAL_DESTINATION,FOX
263611,FOUNTAIN_OF_DREAMS,FOX
263612,POKEMON_STADIUM,FOX
263613,DREAMLAND,FOX
263614,BATTLEFIELD,FOX
263615,YOSHIS_STORY,MARTH
263616,DREAMLAND,FOX
263617,FINAL_DESTINATION,FOX
263618,YOSHIS_STORY,FOX
263619,POKEMON_STADIUM,FOX
263620,BATTLEFIELD,FOX
263621,DREAMLAND,FOX
263622,FOUNTAIN_OF_DREAMS,FOX
263623,BATTLEFIELD,FOX
263624,FINAL_DESTINATION,FOX
263625,POKEMON_STADIUM,FOX
263626,YOSHIS_STORY,FOX
263627,DREAMLAND,FOX
263628,FOUNTAIN_OF_DREAMS,FOX
263629,FINAL_DESTINATION,FOX
263630,DREAMLAND,FOX
263631,FOUNTAIN_OF_DREAMS,FOX
263632,YOSHIS_STORY,FOX
263633,BATTLEFIELD,MARTH
263634,BATTLEFIELD,FOX
263635,POKEMON_STADIUM,FOX
263636,YOSHIS_STORY,FOX
263637,BATTLEFIELD,FOX
263638,POKEMON_STADIUM,FOX
263639,DREAMLAND,FOX
263640,FOUNTAIN_OF_DREAMS,FOX
263641,FINAL_DESTINATION,FOX
263642,POKEMON_STADIUM,FOX
263643,BATTLEFIELD,FOX
263644,YOSHIS_STORY,FOX
263645,FOUNTAIN_OF_DREAMS,FOX
263646,DREAMLAND,MARTH
263647,YOSHIS_STORY,FOX
263648,YOSHIS_STORY,FOX
263649,BATTLEFIELD,MARTH
263650,FOUNTAIN_OF_DREAMS,FOX
263651,FOUNTAIN_OF_DREAMS,FOX
263652,POKEMON_STADIUM,FOX
263653,DREAMLAND,FOX
263654,FINAL_DESTINATION,FOX
263655,FINAL_DESTINATION,FOX
263656,FOUNTAIN_OF_DREAMS,MARTH
263657,FINAL_DESTINATION,FOX
263658,DREAMLAND,FOX
263659,YOSHIS_STORY,MARTH
263660,YOSHIS_STORY,FOX
263661,FINAL_DESTINATION,MARTH
263662,BATTLEFIELD,FOX
263663,BATTLEFIELD,FOX
263664,POKEMON_STADIUM,MARTH
263665,FOUNTAIN_OF_DREAMS,MARTH
263666,FOUNTAIN_OF_DREAMS,MARTH
263667,DREAMLAND,FOX
263668,BATTLEFIELD,MARTH
263669,BATTLEFIELD,MARTH
263670,FOUNTAIN_OF_DREAMS,FOX
263671,DREAMLAND,FOX
263672,POKEMON_STADIUM,FOX
263673,FOUNTAIN_OF_DREAMS,MARTH
263674,FINAL_DESTINATION,FOX
263675,FINAL_DESTINATION,FOX
263676,YOSHIS_STORY,MARTH
263677,POKEMON_STADIUM,MARTH
263678,YOSHIS_STORY,FOX
263679,DREAMLAND,FOX
263680,YOSHIS_STORY,FOX
263681,POKEMON_STADIUM,FOX
263682,BATTLEFIELD,MARTH
263683,DREAMLAND,MARTH
263684,YOSHIS_STORY,MARTH
263685,FOUNTAIN_OF_DREAMS,FOX
263686,FINAL_DESTINATION,FOX
263687,FOUNTAIN_OF_DREAMS,MARTH
263688,POKEMON_STADIUM,FOX
263689,FOUNTAIN_OF_DREAMS,FOX
263690,DREAMLAND,FOX
263691,BATTLEFIELD,MARTH
263692,DREAMLAND,MARTH
263693,YOSHIS_STORY,FOX
263694,YOSHIS_STORY,MARTH
263695,FOUNTAIN_OF_DREAMS,FOX
263696,POKEMON_STADIUM,MARTH
263697,POKEMON_STADIUM,FOX
263698,FINAL_DESTINATION,FOX
263699,FOUNTAIN_OF_DREAMS,MARTH
263700,BATTLEFIELD,FOX
263701,FINAL_DESTINATION,FOX
263702,POKEMON_STADIUM,FOX
263703,FOUNTAIN_OF_DREAMS,MARTH
263704,FOUNTAIN_OF_DREAMS,MARTH
263705,POKEMON_STADIUM,FOX
263706,FINAL_DESTINATION,FOX
263707,YOSHIS_STORY,MARTH
263708,DREAMLAND,FOX
263709,POKEMON_STADIUM,FOX
263710,FOUNTAIN_OF_DREAMS,MARTH
263711,BATTLEFIELD,FOX
263712,BATTLEFIELD,MARTH
263713,FINAL_DESTINATION,FOX
263714,DREAMLAND,FOX
263715,BATTLEFIELD,FOX
263716,FOUNTAIN_OF_DREAMS,FOX
263717,YOSHIS_STORY,FOX
263718,POKEMON_STADIUM,MARTH
